tournament_year,stage,player_1name,player_2name,player_1score,player_2score
2018,1/8-FINALS,Alcinas T.,Webster D.,0.0,4.0
2018,1/8-FINALS,van Gerwen M.,Price G.,4.0,2.0
2018,1/8-FINALS,Van der Voort V.,van Barneveld R.,1.0,4.0
2017,1/8-FINALS,van Gerwen M.,Webster D.,4.0,1.0
2017,1/8-FINALS,Taylor P.,Huybrechts K.,4.0,2.0
2017,1/8-FINALS,Wright P.,White I.,4.0,1.0
2017,1/8-FINALS,Wade J.,Smith M.,4.0,3.0
2017,1/8-FINALS,Chisnall D.,Klaasen J.,4.0,2.0
2017,1/8-FINALS,Webster M.,Gurney D.,3.0,4.0
2017,1/8-FINALS,Lewis A.,van Barneveld R.,3.0,4.0
2017,1/8-FINALS,Anderson G.,van de Pas B.,4.0,2.0
2016,1/8-FINALS,Taylor P.,Klaasen J.,3.0,4.0
2016,1/8-FINALS,Norris A.,Webster M.,4.0,1.0
2016,1/8-FINALS,Wright P.,Chisnall D.,4.0,3.0
2016,1/8-FINALS,van Gerwen M.,van Barneveld R.,3.0,4.0
2016,1/8-FINALS,Anderson G.,Van der Voort V.,4.0,0.0
2016,1/8-FINALS,Lewis A.,Suljovic M.,4.0,0.0
2016,1/8-FINALS,Wade J.,Caven J.,4.0,1.0
2016,1/8-FINALS,Smith M.,van de Pas B.,4.0,0.0
2015,1/8-FINALS,Bunting S.,Smith M.,4.0,2.0
2015,1/8-FINALS,Taylor P.,Huybrechts K.,4.0,3.0
2015,1/8-FINALS,Lewis A.,van Barneveld R.,3.0,4.0
2015,1/8-FINALS,Winstanley D.,Van der Voort V.,2.0,4.0
2015,1/8-FINALS,Anderson G.,Reyes C.,4.0,1.0
2015,1/8-FINALS,Wright P.,Hamilton A.,4.0,0.0
2015,1/8-FINALS,van de Pas B.,Thornton R.,0.0,4.0
2015,1/8-FINALS,van Gerwen M.,Jenkins T.,4.0,1.0
2014,1/8-FINALS,van Gerwen M.,Anderson G.,4.0,3.0
2014,1/8-FINALS,Wade J.,Petersen D.,4.0,0.0
2014,1/8-FINALS,Lewis A.,King M.,4.0,1.0
2014,1/8-FINALS,Webster M.,van Barneveld R.,4.0,3.0
2014,1/8-FINALS,Smith M.,Wright P.,3.0,4.0
2014,1/8-FINALS,Whitlock S.,Painter K.,4.0,0.0
2014,1/8-FINALS,Burnett R.,White I.,3.0,4.0
2014,1/8-FINALS,Newton W.,Thornton R.,4.0,1.0
2013,1/8-FINALS,Lewis A.,Painter K.,4.0,2.0
2013,1/8-FINALS,Anderson G.,van Barneveld R.,0.0,4.0
2013,1/8-FINALS,van Gerwen M.,Lloyd C.,4.0,1.0
2013,1/8-FINALS,Wade J.,Van der Voort V.,4.0,0.0
2013,1/8-FINALS,Whitlock S.,Chisnall D.,4.0,3.0
2013,1/8-FINALS,Newton W.,Walsh M.,4.0,1.0
2013,1/8-FINALS,Taylor P.,Thornton R.,4.0,0.0
2013,1/8-FINALS,Hamilton A.,Jenkins T.,4.0,1.0
2012,1/8-FINALS,Anderson G.,Lloyd C.,4.0,1.0
2012,1/8-FINALS,Chisnall D.,Hamilton A.,0.0,4.0
2012,1/8-FINALS,Whitlock S.,van Gerwen M.,4.0,3.0
2012,1/8-FINALS,Huybrechts K.,Nicholson P.,4.0,1.0
2012,1/8-FINALS,Wade J.,Farmer S.,4.0,0.0
2012,1/8-FINALS,Part J.,Painter K.,4.0,2.0
2012,1/8-FINALS,Pipe J.,Jenkins T.,1.0,4.0
2012,1/8-FINALS,Lewis A.,Jones W.,4.0,0.0
2011,1/8-FINALS,Suljovic M.,Newton W.,0.0,4.0
2011,1/8-FINALS,van Barneveld R.,Osborne C.,4.0,3.0
2011,1/8-FINALS,Whitlock S.,Van der Voort V.,2.0,4.0
2011,1/8-FINALS,Jenkins T.,Walsh M.,4.0,0.0
2011,1/8-FINALS,Smith A.,Anderson G.,0.0,4.0
2011,1/8-FINALS,Lewis A.,Thornton R.,4.0,1.0
2011,1/8-FINALS,Taylor P.,Wright P.,4.0,1.0
2011,1/8-FINALS,Webster M.,Hylton M.,4.0,1.0
2010,1/8-FINALS,van Barneveld R.,Painter K.,4.0,1.0
2010,1/8-FINALS,Wade J.,Hamilton A.,4.0,3.0
2010,1/8-FINALS,Baxter R.,Lloyd C.,4.0,1.0
2010,1/8-FINALS,Stompe C.,Dudbridge M.,4.0,2.0
2010,1/8-FINALS,Jenkins T.,Whitlock S.,2.0,4.0
2010,1/8-FINALS,Shepherd K.,Webster M.,1.0,4.0
2010,1/8-FINALS,Lewis A.,McDine K.,4.0,0.0
2010,1/8-FINALS,Taylor P.,Thornton R.,4.0,1.0
2009,1/8-FINALS,Hamilton A.,Klaasen J.,1.0,4.0
2009,1/8-FINALS,Mardle W.,Stompe C.,0.0,4.0
2009,1/8-FINALS,Nicholson P.,Priestley D.,4.0,2.0
2009,1/8-FINALS,Smith D.,King M.,1.0,4.0
2009,1/8-FINALS,van Barneveld R.,Baxter R.,4.0,3.0
2009,1/8-FINALS,Wade J.,Van der Voort V.,4.0,0.0
2009,1/8-FINALS,Bates B.,Dudbridge M.,4.0,0.0
2009,1/8-FINALS,Taylor P.,Painter K.,4.0,1.0
2008,1/8-FINALS,Lewis A.,Eccles T.,4.0,3.0
2008,1/8-FINALS,Manley P.,Van der Rassel J.,4.0,1.0
2008,1/8-FINALS,Roy A.,Part J.,0.0,4.0
2008,1/8-FINALS,Shepherd K.,Bates B.,4.0,2.0
2008,1/8-FINALS,van Barneveld R.,Painter K.,2.0,4.0
2008,1/8-FINALS,Wade J.,Dudbridge M.,4.0,2.0
2008,1/8-FINALS,Scholten R.,Mardle W.,3.0,4.0
2008,1/8-FINALS,Taylor P.,Tabern A.,4.0,3.0
2007,1/8-FINALS,Havenga W.,Webster D.,2.0,4.0
2007,1/8-FINALS,Jenkins T.,Wade J.,4.0,3.0
2007,1/8-FINALS,Lewis A.,Jenkins A.,3.0,4.0
2007,1/8-FINALS,Priestley D.,Hamilton A.,1.0,4.0
2007,1/8-FINALS,Scholten R.,Osborne C.,2.0,4.0
2007,1/8-FINALS,Taylor P.,Mason C.,4.0,0.0
2007,1/8-FINALS,Askew D.,Tabern A.,3.0,4.0
2007,1/8-FINALS,van Barneveld R.,Vonck R.,4.0,0.0
2006,1/8-FINALS,Manley P.,Smith D.,4.0,3.0
2006,1/8-FINALS,Mardle W.,Part J.,4.0,2.0
2006,1/8-FINALS,Painter K.,Dudbridge M.,4.0,1.0
2006,1/8-FINALS,Scholten R.,Lewis A.,3.0,4.0
2006,1/8-FINALS,Smith A.,Warriner-Little A.,2.0,4.0
2006,1/8-FINALS,Taylor P.,Hamilton A.,4.0,0.0
2006,1/8-FINALS,Jones W.,Alker S.,4.0,1.0
2006,1/8-FINALS,Welding G.,Kuczynski J.,4.0,2.0
2005,1/8-FINALS,Baxter R.,Anderson B.,2.0,4.0
2005,1/8-FINALS,Painter K.,Jenkins A.,4.0,3.0
2005,1/8-FINALS,Schenk J.,Hamilton A.,1.0,4.0
2005,1/8-FINALS,Lloyd C.,Mason C.,4.0,3.0
2005,1/8-FINALS,Mardle W.,Williams P.,4.0,3.0
2005,1/8-FINALS,Part J.,Dudbridge M.,2.0,4.0
2005,1/8-FINALS,Scholten R.,Ovens D.,2.0,4.0
2005,1/8-FINALS,Taylor P.,Priestley D.,4.0,0.0
2004,1/8-FINALS,Anderson B.,Smith D.,4.0,3.0
2004,1/8-FINALS,Baxter R.,Painter K.,2.0,4.0
2004,1/8-FINALS,Beaton S.,Dudbridge M.,1.0,4.0
2004,1/8-FINALS,Lloyd C.,Mardle W.,3.0,4.0
2004,1/8-FINALS,Manley P.,Deller K.,4.0,2.0
2004,1/8-FINALS,Taylor P.,Priestley D.,4.0,1.0
2004,1/8-FINALS,Warriner-Little A.,Roy A.,4.0,3.0
2004,1/8-FINALS,Whatley S.,Sams L.,4.0,1.0
2003,1/8-FINALS,Baxter R.,Painter K.,3.0,5.0
2003,1/8-FINALS,Burnett R.,Whitlock S.,5.0,3.0
2003,1/8-FINALS,Harvey J.,Part J.,3.0,5.0
2003,1/8-FINALS,Lloyd C.,Mason C.,1.0,5.0
2003,1/8-FINALS,Fitton L.,Warriner-Little A.,4.0,5.0
2003,1/8-FINALS,Ovens D.,Smith D.,1.0,5.0
2003,1/8-FINALS,Scholten R.,Askew D.,5.0,0.0
2003,1/8-FINALS,Taylor P.,Mardle W.,5.0,3.0
2002,1/8-FINALS,Askew D.,Scholten R.,6.0,3.0
2002,1/8-FINALS,Burgess S.,Taylor P.,1.0,6.0
2002,1/8-FINALS,Harrington R.,Priestley D.,3.0,6.0
2002,1/8-FINALS,Lowe J.,Manley P.,5.0,6.0
2002,1/8-FINALS,Ovens D.,Burnett R.,4.0,6.0
2002,1/8-FINALS,Part J.,Beaton S.,6.0,0.0
2002,1/8-FINALS,Smith D.,Baxter R.,1.0,6.0
2002,1/8-FINALS,Warriner-Little A.,Lloyd C.,4.0,6.0
2001,1/8-FINALS,Deller K.,Burnett R.,3.0,2.0
2001,1/8-FINALS,Fitton L.,Taylor P.,1.0,3.0
2001,1/8-FINALS,Harvey J.,Lowe J.,3.0,0.0
2001,1/8-FINALS,Lim P.,Warriner-Little A.,2.0,3.0
2001,1/8-FINALS,Part J.,Smith D.,3.0,2.0
2001,1/8-FINALS,Roy A.,Askew D.,2.0,3.0
2001,1/8-FINALS,Scholten R.,Lazarenko C.,3.0,0.0
2001,1/8-FINALS,Stoddart G.,Harrington R.,0.0,3.0
2000,1/8-FINALS,Justice N.,Burgess S.,0.0,3.0
2000,1/8-FINALS,Lowe J.,Deller K.,3.0,2.0
2000,1/8-FINALS,Manley P.,Brown S.,3.0,1.0
2000,1/8-FINALS,Priestley D.,Harvey J.,3.0,2.0
2000,1/8-FINALS,Raw S.,Evison P.,1.0,3.0
2000,1/8-FINALS,Smith D.,Part J.,3.0,0.0
2000,1/8-FINALS,Stoddart G.,Taylor P.,0.0,3.0
2000,1/8-FINALS,Warriner-Little A.,Roy A.,3.0,0.0
1999,1/8-FINALS,Anderson B.,Harvey J.,3.0,2.0
1999,1/8-FINALS,Brown S.,Lazarenko C.,0.0,3.0
1999,1/8-FINALS,Ferrell J.,Mawson G.,3.0,2.0
1999,1/8-FINALS,Harrington R.,Burgess S.,1.0,3.0
1999,1/8-FINALS,Manley P.,Stoddart G.,3.0,0.0
1999,1/8-FINALS,Smith D.,Manning M.,3.0,1.0
1999,1/8-FINALS,Taylor P.,Lowe J.,3.0,1.0
1999,1/8-FINALS,Warriner-Little A.,Robinson H.,3.0,2.0
